wkt_geom	typ_budynku
MultiPolygon (((204392.15000000037252903 627649.59999999962747097, 204388.26999999955296516 627636.08000000007450581, 204361.21999999973922968 627643.86999999918043613, 204363 627649.83000000007450581, 204360.58000000007450581 627650.51999999955296516, 204362 627655.43999999947845936, 204364.46999999973922968 627654.73000000044703484, 204366.75 627663.16000000014901161, 204363.91999999992549419 627663.97000000067055225, 204365.37000000011175871 627668.83999999985098839, 204368.13999999966472387 627668.05000000074505806, 204369.5 627672.88000000081956387, 204386.07000000029802322 627668.24000000022351742, 204396.55999999959021807 627665.21000000089406967, 204394.34999999962747097 627657.50999999977648258, 204383.58000000007450581 627660.48000000044703484, 204381.29999999981373549 627661.16000000014901161, 204379.57000000029802322 627659.94999999925494194, 204379.82000000029802322 627659.57000000029802322, 204379.24000000022351742 627657.42999999970197678, 204378.49000000022351742 627654.97000000067055225, 204377.15000000037252903 627655.36999999918043613, 204376.37000000011175871 627652.56000000052154064, 204379.26999999955296516 627651.73000000044703484, 204379.66999999992549419 627653.16999999992549419, 204392.15000000037252903 627649.59999999962747097)))	mieszkalne
MultiPolygon (((204511.21999999973922968 627820.18999999947845936, 204576.30999999959021807 627796.83999999985098839, 204572.45000000018626451 627786.09999999962747097, 204507.2900000000372529 627809.25999999977648258, 204511.21999999973922968 627820.18999999947845936)))	mieszkalne
MultiPolygon (((204410.82000000029802322 627642.60999999940395355, 204415.48000000044703484 627641.25999999977648258, 204425.5 627638.35999999940395355, 204430.03000000026077032 627637.05000000074505806, 204426.62000000011175871 627625.02999999932944775, 204407.41000000014901161 627630.58000000007450581, 204410.82000000029802322 627642.60999999940395355)))	mieszkalne
MultiPolygon (((204461.2900000000372529 627717.13000000081956387, 204473.26999999955296516 627696.39000000059604645, 204472.33999999985098839 627695.81000000052154064, 204463.46999999973922968 627690.69999999925494194, 204460.05999999959021807 627688.75999999977648258, 204457.83999999985098839 627691.86999999918043613, 204458.45000000018626451 627693.98000000044703484, 204451.7900000000372529 627705.59999999962747097, 204449.91000000014901161 627706.07000000029802322, 204448.08000000007450581 627709.48000000044703484, 204461.2900000000372529 627717.13000000081956387)))	mieszkalne
MultiPolygon (((204461.2900000000372529 627717.13000000081956387, 204448.08000000007450581 627709.48000000044703484, 204446.83999999985098839 627708.77999999932944775, 204444.91000000014901161 627712.80000000074505806, 204445.25 627714.78999999910593033, 204443.04999999981373549 627718.44999999925494194, 204442.83000000007450581 627718.31000000052154064, 204440.90000000037252903 627721.52999999932944775, 204441.11000000033527613 627721.66999999992549419, 204438.9599999999627471 627725.23000000044703484, 204437.24000000022351742 627725.82000000029802322, 204434.83999999985098839 627729.59999999962747097, 204435.88999999966472387 627730.21000000089406967, 204449.2900000000372529 627737.93999999947845936, 204461.2900000000372529 627717.13000000081956387)))	mieszkalne
MultiPolygon (((204407.30999999959021807 627649.86999999918043613, 204412.42999999970197678 627648.25999999977648258, 204411.32000000029802322 627644.36999999918043613, 204410.82000000029802322 627642.60999999940395355, 204407.41000000014901161 627630.58000000007450581, 204388.26999999955296516 627636.08000000007450581, 204392.15000000037252903 627649.59999999962747097, 204392.23000000044703484 627649.84999999962747097, 204393.36000000033527613 627653.91000000014901161, 204398.79999999981373549 627652.40000000037252903, 204398.36000000033527613 627650.97000000067055225, 204395.05999999959021807 627648.76999999955296516, 204395.83999999985098839 627647.47000000067055225, 204407.24000000022351742 627644.22000000067055225, 204408.54999999981373549 627644.92999999970197678, 204406.95000000018626451 627648.34999999962747097, 204407.30999999959021807 627649.86999999918043613)))	mieszkalne
MultiPolygon (((204469.24000000022351742 627628.26999999955296516, 204465.12999999988824129 627613.97000000067055225, 204446.75999999977648258 627619.17999999970197678, 204450.26999999955296516 627631.82000000029802322, 204449.83999999985098839 627632.66999999992549419, 204450.42999999970197678 627632.49000000022351742, 204454.21999999973922968 627631.43999999947845936, 204466.16000000014901161 627628.33999999985098839, 204466.24000000022351742 627629.76999999955296516, 204469.32000000029802322 627628.80000000074505806, 204469.24000000022351742 627628.26999999955296516)))	mieszkalne
MultiPolygon (((204430.08999999985098839 627637.57000000029802322, 204450.26999999955296516 627631.82000000029802322, 204446.75999999977648258 627619.17999999970197678, 204426.62000000011175871 627625.02999999932944775, 204430.03000000026077032 627637.05000000074505806, 204430.08999999985098839 627637.57000000029802322)))	mieszkalne
MultiPolygon (((204487.63999999966472387 627619.76999999955296516, 204484.23000000044703484 627608.51999999955296516, 204465.12999999988824129 627613.97000000067055225, 204469.24000000022351742 627628.26999999955296516, 204472.74000000022351742 627627.16999999992549419, 204472.98000000044703484 627627.31000000052154064, 204473.98000000044703484 627625.42999999970197678, 204482.87000000011175871 627622.88000000081956387, 204484.70000000018626451 627623.85999999940395355, 204484.80999999959021807 627623.68999999947845936, 204488.49000000022351742 627622.66000000014901161, 204487.63999999966472387 627619.76999999955296516)))	mieszkalne
MultiPolygon (((204392.48000000044703484 627753.75999999977648258, 204407.01999999955296516 627749.68999999947845936, 204405.38999999966472387 627745.11999999918043613, 204403.58000000007450581 627744.66999999992549419, 204402.48000000044703484 627740.89000000059604645, 204402.87000000011175871 627740.66000000014901161, 204401.74000000022351742 627736.69999999925494194, 204400.95000000018626451 627735.71000000089406967, 204400.30999999959021807 627733.41999999992549419, 204401.62999999988824129 627732.02999999932944775, 204400.49000000022351742 627727.66999999992549419, 204391.79999999981373549 627730.02999999932944775, 204386.32000000029802322 627731.60999999940395355, 204387.84999999962747097 627737.14000000059604645, 204385.71999999973922968 627737.72000000067055225, 204386.71999999973922968 627741.42999999970197678, 204388.84999999962747097 627740.84999999962747097, 204389.88999999966472387 627744.41999999992549419, 204387.78000000026077032 627745.03999999910593033, 204388.79999999981373549 627748.76999999955296516, 204390.91999999992549419 627748.18999999947845936, 204392.48000000044703484 627753.75999999977648258)))	mieszkalne
MultiPolygon (((204346.32000000029802322 627722.84999999962747097, 204344.9599999999627471 627717.83000000007450581, 204346.55999999959021807 627717.41000000014901161, 204346.74000000022351742 627717.01999999955296516, 204345.94000000040978193 627713.93999999947845936, 204345.5 627713.66999999992549419, 204343.91000000014901161 627714.15000000037252903, 204342.78000000026077032 627710.34999999962747097, 204344.42999999970197678 627709.85999999940395355, 204344.58999999985098839 627709.39000000059604645, 204343.78000000026077032 627706.39000000059604645, 204343.38999999966472387 627706.11999999918043613, 204341.79999999981373549 627706.61999999918043613, 204340.34999999962747097 627701.61999999918043613, 204326.87000000011175871 627705.46000000089406967, 204324.87999999988824129 627706.01999999955296516, 204321.2099999999627471 627707.06000000052154064, 204322.83000000007450581 627712.90000000037252903, 204323.13999999966472387 627712.81000000052154064, 204322.87000000011175871 627711.86999999918043613, 204325.23000000044703484 627711.21000000089406967, 204326.86000000033527613 627708.65000000037252903, 204328.34999999962747097 627709.60999999940395355, 204332.01999999955296516 627722.26999999955296516, 204331.19000000040978193 627723.99000000022351742, 204328.49000000022351742 627722.65000000037252903, 204326.09999999962747097 627723.32000000029802322, 204325.82000000029802322 627722.34999999962747097, 204325.50999999977648258 627722.43999999947845936, 204327.09999999962747097 627728.41000000014901161, 204332.55999999959021807 627726.83999999985098839, 204346.32000000029802322 627722.84999999962747097)))	mieszkalne
MultiPolygon (((204268.99000000022351742 627736.19999999925494194, 204258.57000000029802322 627728.18999999947845936, 204258.80999999959021807 627726.65000000037252903, 204255.00999999977648258 627723.48000000044703484, 204254.71999999973922968 627723.86999999918043613, 204246.51999999955296516 627734.73000000044703484, 204265.66999999992549419 627749.53999999910593033, 204274.20000000018626451 627738.46000000089406967, 204270.79999999981373549 627735.71000000089406967, 204268.99000000022351742 627736.19999999925494194)))	mieszkalne
MultiPolygon (((204307.84999999962747097 627764.73000000044703484, 204295.9599999999627471 627755.51999999955296516, 204295.75999999977648258 627754.30000000074505806, 204293.78000000026077032 627753.13000000081956387, 204293.5400000000372529 627753.42999999970197678, 204284.96999999973922968 627764.48000000044703484, 204302.5 627777.98000000044703484, 204311.12999999988824129 627766.99000000022351742, 204311.37999999988824129 627766.68999999947845936, 204309.29999999981373549 627764.50999999977648258, 204307.84999999962747097 627764.73000000044703484)))	mieszkalne
MultiPolygon (((204391.74000000022351742 627688.44999999925494194, 204390.34999999962747097 627683.68999999947845936, 204389.2900000000372529 627683.96000000089406967, 204388.67999999970197678 627685.80000000074505806, 204387.05999999959021807 627685.24000000022351742, 204383.73000000044703484 627673.60999999940395355, 204384.59999999962747097 627672.40000000037252903, 204386.21999999973922968 627673.36999999918043613, 204387.41000000014901161 627673.02999999932944775, 204386.07000000029802322 627668.24000000022351742, 204369.5 627672.88000000081956387, 204370.87000000011175871 627677.74000000022351742, 204368.91999999992549419 627678.39000000059604645, 204368.51999999955296516 627678.92999999970197678, 204369.25 627681.48000000044703484, 204369.86000000033527613 627681.76999999955296516, 204371.84999999962747097 627681.22000000067055225, 204372.88999999966472387 627684.97000000067055225, 204370.79999999981373549 627685.52999999932944775, 204370.51999999955296516 627686.05000000074505806, 204371.33999999985098839 627688.56000000052154064, 204371.87000000011175871 627688.91000000014901161, 204373.83000000007450581 627688.27999999932944775, 204375.17999999970197678 627693.08999999985098839, 204386.41999999992549419 627689.84999999962747097, 204391.74000000022351742 627688.44999999925494194)))	mieszkalne
MultiPolygon (((204288.24000000022351742 627750.96000000089406967, 204277.45000000018626451 627742.61999999918043613, 204277.32000000029802322 627741.26999999955296516, 204274.20000000018626451 627738.46000000089406967, 204265.66999999992549419 627749.53999999910593033, 204284.96999999973922968 627764.48000000044703484, 204293.5400000000372529 627753.42999999970197678, 204289.95000000018626451 627750.98000000044703484, 204288.24000000022351742 627750.96000000089406967)))	mieszkalne
MultiPolygon (((204356.95000000018626451 627751.58000000007450581, 204355.94000000040978193 627748.00999999977648258, 204353.62999999988824129 627748.63000000081956387, 204352.36000000033527613 627744.05000000074505806, 204338.65000000037252903 627748.14000000059604645, 204339.04999999981373549 627750.89000000059604645, 204340.37000000011175871 627751.49000000022351742, 204342.83999999985098839 627760.09999999962747097, 204343.08999999985098839 627760.06000000052154064, 204344.57000000029802322 627765.17999999970197678, 204343.91999999992549419 627766.48000000044703484, 204344.92999999970197678 627769.23000000044703484, 204358.50999999977648258 627765.21000000089406967, 204357.0400000000372529 627760.63000000081956387, 204359.36000000033527613 627759.94999999925494194, 204358.36000000033527613 627756.15000000037252903, 204356.12000000011175871 627756.83999999985098839, 204354.63999999966472387 627752.25, 204356.95000000018626451 627751.58000000007450581)))	mieszkalne
MultiPolygon (((204363.46999999973922968 627782.81000000052154064, 204361.42999999970197678 627775.93999999947845936, 204363.41999999992549419 627775.41999999992549419, 204363.33999999985098839 627775.09999999962747097, 204363.69000000040978193 627774.84999999962747097, 204362.37000000011175871 627770.11999999918043613, 204362.05999999959021807 627770.19999999925494194, 204361.98000000044703484 627769.90000000037252903, 204360 627770.41999999992549419, 204358.50999999977648258 627765.21000000089406967, 204344.92999999970197678 627769.23000000044703484, 204346.38999999966472387 627774.25, 204347.91000000014901161 627773.71000000089406967, 204349.46999999973922968 627779.53999999910593033, 204348.46999999973922968 627779.75999999977648258, 204348.16000000014901161 627780.46000000089406967, 204348.76999999955296516 627782.58000000007450581, 204349.41999999992549419 627782.96000000089406967, 204350.32000000029802322 627782.77999999932944775, 204351.48000000044703484 627787.16000000014901161, 204350.65000000037252903 627788.69999999925494194, 204347.37000000011175871 627790.71000000089406967, 204354.67999999970197678 627800.89000000059604645, 204357.92999999970197678 627798.96000000089406967, 204358.13999999966472387 627799.07000000029802322, 204362.26999999955296516 627796.64000000059604645, 204362.12000000011175871 627796.39000000059604645, 204365.13999999966472387 627794.71000000089406967, 204365.34999999962747097 627794.75999999977648258, 204366.37999999988824129 627792.38000000081956387, 204366.09999999962747097 627792.28999999910593033, 204365.00999999977648258 627788.17999999970197678, 204366.95000000018626451 627787.61999999918043613, 204366.87999999988824129 627787.33000000007450581, 204367.05999999959021807 627787.05000000074505806, 204365.82000000029802322 627782.46000000089406967, 204365.5 627782.53999999910593033, 204365.42999999970197678 627782.25, 204363.46999999973922968 627782.81000000052154064)))	mieszkalne
